id,japanese,reading,french,category,lesson,level,ready
"v1323","漫画","まんが","bande dessinée, comique, dessin animé","nom/autre","27","N4","true"
"v1324","ロボット","ロボット","robot","nom/autre","27","N4","true"
"v1325","売れます","うれます","[Le pain] se vendre","verbe","28","N4","true"
"v1326","踊ります","おどります","danser","verbe","28","N4","true"
"v1327","かみます","かみます","mâcher, mordre","verbe","28","N4","true"
"v1328","選びます","えらびます","choisir","verbe","28","N4","true"
"v1329","通います","かよいます","fréquenter, aller régulièrement à [l'université]","verbe","28","N4","true"
"v1330","メモします","メモします","noter, prendre note","verbe","28","N4","true"
"v1331","まじめ","まじめ","sérieux","adjectif-na","28","N4","true"
"v1332","熱心","ねっしん","enthousiaste, assidu","adjectif-na","28","N4","true"
"v1333","偉い","えらい","admirable, grand","nom/autre","28","N4","true"
"v1334","ちょうど いい","ちょうど いい","juste, approprié, comme il faut","nom/autre","28","N4","true"
"v1335","景色","けしき","paysage, vue","nom/autre","28","N4","true"
"v1336","美容院","びよういん","salon de coiffure","nom/autre","28","N4","true"
"v1337","台所","だいどころ","cuisine","nom/autre","28","N4","true"
"v1338","経験","けいけん","expérience (～が あります : avoir une expérience, ～を します : faire une expérience)","nom/autre","28","N4","true"
"v1339","力","ちから","force","nom/autre","28","N4","true"
"v1340","人気","にんき","popularité (～が あります : être populaire [chez les étudiants])","nom/autre","28","N4","true"
"v1341","形","かたち","forme","nom/autre","28","N4","true"
"v1342","色","いろ","couleur","nom/autre","28","N4","true"
"v1343","味","あじ","goût","nom/autre","28","N4","true"
"v1344","ガム","ガム","chewing-gum","nom/autre","28","N4","true"
"v1345","品物","しなもの","article, marchandise","nom/autre","28","N4","true"
"v1346","値段","ねだん","prix","nom/autre","28","N4","true"
"v1347","給料","きゅうりょう","salaire","nom/autre","28","N4","true"
"v1348","ボーナス","ボーナス","bonus","nom/autre","28","N4","true"
"v1349","ゲーム","ゲーム","jeu, jeu sur l'ordinateur","nom/autre","28","N4","true"
"v1350","番組","ばんぐみ","programme, émission","nom/autre","28","N4","true"
"v1351","ドラマ","ドラマ","drame, série (télévisée), feuilleton","nom/autre","28","N4","true"
"v1352","歌手","かしゅ","chanteur","nom/autre","28","N4","true"
"v1353","小説","しょうせつ","roman","nom/autre","28","N4","true"
"v1354","小説家","しょうせつか","romancier","nom/autre","28","N4","true"
"v1355","～家","～か","-eur, -cien, etc. (suffixe indiquant une personne qui pratique un métier artistique, etc. Ex. danseur, musicien)","nom/autre","28","N4","true"
"v1356","～機","～き","-eur, machine à ～ (suffixe indiquant une machine. Ex. aspirateur, machine à laver)","nom/autre","28","N4","true"
"v1357","息子","むすこ","(mon) fils","nom/autre","28","N4","true"
"v1358","息子さん","むすこさん","fils (de quelqu'un d'autre)","nom/autre","28","N4","true"
"v1359","娘","むすめ","(ma) fille","nom/autre","28","N4","true"
"v1360","娘さん","むすめさん","fille (de quelqu'un d'autre)","nom/autre","28","N4","true"
"v1361","自分","じぶん","soi-même","nom/autre","28","N4","true"
"v1362","将来","しょうらい","avenir, futur","nom/autre","28","N4","true"
"v1363","しばらく","しばらく","un petit moment, un certain temps","nom/autre","28","N4","true"
"v1364","たいてい","たいてい","la plupart du temps, d'habitude","nom/autre","28","N4","true"
"v1365","それに","それに","en plus, de plus","nom/autre","28","N4","true"
"v1366","それで","それで","ainsi, c'est pourquoi","nom/autre","28","N4","true"
"v1367","お願いが あるんですが。","おねがいが あるんですが。","J'ai un [petit] service à vous demander.","expression","28","N4","true"
"v1368","実は","じつは","en fait","nom/autre","28","N4","true"
"v1369","会話","かいわ","conversation","nom/autre","28","N4","true"
"v1370","うーん","うーん","eh bien, voyons, euh","nom/autre","28","N4","true"
"v1371","お知らせ","おしらせ","annonce, information","nom/autre","28","N4","true"
"v1372","参加します","さんかします","participer","verbe","28","N4","true"
"v1373","日にち","ひにち","date","nom/autre","28","N4","true"
"v1374","土","ど","samedi","nom/autre","28","N4","true"
"v1375","体育館","たいいくかん","gymnase","nom/autre","28","N4","true"
"v1376","無料","むりょう","gratuit","nom/autre","28","N4","true"
"v1377","誘います","さそいます","inviter qqn. à faire qqch./proposer à qqn. de faire qqch. ensemble","verbe","28","N4","true"
"v1378","イベント","イベント","manifestation (culturelle, sportive, etc.)","nom/autre","28","N4","true"
"v1379","違います","ちがいます","différer, être différent de","verbe","28","N4","true"
"v1380","優しい","やさしい","doux, gentil","nom/autre","28","N4","true"
"v1381","習慣","しゅうかん","coutume, habitude","nom/autre","28","N4","true"
"v1382","管理人","かんりにん","concierge","nom/autre","28","N4","true"
"v1383","ホームステイ","ホームステイ","séjour dans une famille","nom/autre","28","N4","true"
"v1384","おしゃべりします","おしゃべりします","bavarder","verbe","28","N4","true"
"v1385","開きます","あきます","[une porte] s'ouvrir","verbe","29","N4","true"
"v1386","閉まります","しまります","[une porte] se fermer","verbe","29","N4","true"
"v1387","つきます","つきます","[une lumière] s'allumer","verbe","29","N4","true"
"v1388","消えます","きえます","[une lumière] s'éteindre","verbe","29","N4","true"
"v1389","壊れます","こわれます","[une chaise] (se) casser","verbe","29","N4","true"
"v1390","割れます","われます","[un verre] (se) casser","verbe","29","N4","true"
"v1391","折れます","おれます","[un arbre] (se) casser, se briser","verbe","29","N4","true"
"v1392","破れます","やぶれます","[un papier] se déchirer","verbe","29","N4","true"
"v1393","汚れます","よごれます","[un vêtement] se salir","verbe","29","N4","true"
"v1394","付きます","つきます","[une poche] être fixée, appliquée","verbe","29","N4","true"
"v1395","外れます","はずれます","[un bouton] se défaire","verbe","29","N4","true"
"v1396","止まります","とまります","[une voiture] s'arrêter, stationner","verbe","29","N4","true"
"v1397","まちがえます","まちがえます","se tromper","verbe","29","N4","true"
"v1398","落とします","おとします","faire tomber, laisser tomber, perdre","verbe","29","N4","true"
"v1399","掛かります","かかります","être fermé [à clé]","verbe","29","N4","true"
"v1400","ふきます","ふきます","essuyer","verbe","29","N4","true"
"v1401","取り替えます","とりかえます","changer","verbe","29","N4","true"
"v1402","片付けます","かたづけます","ranger, mettre en ordre","verbe","29","N4","true"
"v1403","皿","さら","assiette","nom/autre","29","N4","true"
"v1404","ちゃわん","ちゃわん","bol","nom/autre","29","N4","true"
"v1405","コップ","コップ","verre, gobelet","nom/autre","29","N4","true"
"v1406","ガラス","ガラス","verre (matière)","nom/autre","29","N4","true"
"v1407","袋","ふくろ","sac","nom/autre","29","N4","true"
"v1408","書類","しょるい","papiers, documents","nom/autre","29","N4","true"
"v1409","枝","えだ","branche, rameau","nom/autre","29","N4","true"
"v1410","駅員","えきいん","agent de gare","nom/autre","29","N4","true"
"v1411","交番","こうばん","poste de police","nom/autre","29","N4","true"
"v1412","スピーチ","スピーチ","discours (～を します : faire un discours)","nom/autre","29","N4","true"
"v1413","返事","へんじ","réponse (～を します : répondre)","nom/autre","29","N4","true"
"v1414","お先に どうぞ。","おさきに どうぞ。","Après vous./Je vous suis.","expression","29","N4","true"
"v1415","源氏物語","げんじものがたり","""Le Dit du Genji"" (roman écrit par Murasaki Shikibu à l'époque de Heian.)","nom/autre","29","N4","true"
"v1416","今の 電車","いまの でんしゃ","le train qui vient de partir","nom/autre","29","N4","true"
"v1417","忘れ物","わすれもの","objet oublié, objet perdu","nom/autre","29","N4","true"
"v1418","このくらい","このくらい","(grand) comme ça","nom/autre","29","N4","true"
"v1419","～側","～がわ","côté ～","nom/autre","29","N4","true"
"v1420","ポケット","ポケット","poche","nom/autre","29","N4","true"
"v1421","～ 辺","～ へん","à peu près ～, environ ～ (indiquant l'endroit approximatif)","nom/autre","29","N4","true"
"v1422","覚えて いません。","おぼえて いません。","Je ne me souviens pas.","verbe","29","N4","true"
"v1423","網棚","あみだな","filet à bagages","nom/autre","29","N4","true"
"v1424","確か","たしか","si j'ai bonne mémoire","nom/autre","29","N4","true"
"v1425","よかった。","よかった。","[Ah] c'est formidable./[Ouf] je suis rassuré. (expression utilisée pour exprimer le sentiment de soulagement)","expression","29","N4","true"
"v1426","新宿","しんじゅく","nom d'une gare/nom d'un quartier à Tokyo","nom/autre","29","N4","true"
"v1427","地震","じしん","tremblement de terre, séisme","nom/autre","29","N4","true"
"v1428","壁","かべ","mur","nom/autre","29","N4","true"
"v1429","針","はり","aiguille (d'une montre)","nom/autre","29","N4","true"
"v1430","指します","さします","indiquer, marquer, désigner","verbe","29","N4","true"
"v1431","駅前","えきまえ","zone en face de la gare","nom/autre","29","N4","true"
"v1432","倒れます","たおれます","s'écrouler","verbe","29","N4","true"
"v1433","西","にし","ouest","nom/autre","29","N4","true"
"v1434","～の 方","～の ほう","côté de ～, direction de ～","nom/autre","29","N4","true"
"v1435","燃えます","もえます","brûler","verbe","29","N4","true"
"v1436","レポーター","レポーター","reporter, envoyé spécial","nom/autre","29","N4","true"
"v1437","込みます","こみます","[la rue] être encombrée (de voitures)","verbe","29","N4","true"
"v1438","すきます","すきます","[la rue] se vider","verbe","29","N4","true"
"v1439","財布","さいふ","portefeuille, porte-monnaie","nom/autre","29","N4","true"
"v1440","この 辺","この へん","près d'ici, par ici, dans les environs","nom/autre","29","N4","true"
"v1441","四ツ谷","よつや","nom d'une gare à Tokyo","nom/autre","29","N4","true"
"v1442","方","ほう","direction","nom/autre","29","N4","true"
"v1443","三宮","さんのみや","nom d'un endroit à Kobe","nom/autre","29","N4","true"
"v1444","はります","はります","afficher, coller","verbe","30","N4","true"
"v1445","掛けます","かけます","accrocher","verbe","30","N4","true"
"v1446","飾ります","かざります","décorer, mettre","verbe","30","N4","true"
"v1447","並べます","ならべます","disposer, ranger, aligner","verbe","30","N4","true"
"v1448","植えます","うえます","planter","verbe","30","N4","true"
"v1449","戻します","もどします","remettre","verbe","30","N4","true"
"v1450","まとめます","まとめます","faire (ses bagages), rassembler, mettre en ordre, résumer, finir","verbe","30","N4","true"
"v1451","しまいます","しまいます","ranger, mettre qqch. dans","verbe","30","N4","true"
"v1452","決めます","きめます","décider, choisir","verbe","30","N4","true"
"v1453","予習します","よしゅうします","préparer sa leçon","verbe","30","N4","true"
"v1454","復習します","ふくしゅうします","réviser sa leçon","verbe","30","N4","true"
"v1455","そのままに します","そのままに します","laisser tel quel, laisser comme ça","verbe","30","N4","true"
"v1456","授業","じゅぎょう","classe, cours","nom/autre","30","N4","true"
"v1457","講義","こうぎ","cours, conférence","nom/autre","30","N4","true"
"v1458","ミーティング","ミーティング","réunion","nom/autre","30","N4","true"
"v1459","予定","よてい","programme, plan","nom/autre","30","N4","true"
"v1460","お知らせ","おしらせ","annonce, information","nom/autre","30","N4","true"
"v1461","ガイドブック","ガイドブック","guide (touristique)","nom/autre","30","N4","true"
"v1462","カレンダー","カレンダー","calendrier","nom/autre","30","N4","true"
"v1463","ポスター","ポスター","poster","nom/autre","30","N4","true"
"v1464","予定表","よていひょう","programme, tableau de planning","nom/autre","30","N4","true"
"v1465","ごみ箱","ごみばこ","poubelle, corbeille à papier","nom/autre","30","N4","true"
"v1466","人形","にんぎょう","poupée","nom/autre","30","N4","true"
"v1467","花瓶","かびん","vase","nom/autre","30","N4","true"
"v1468","鏡","かがみ","miroir, glace","nom/autre","30","N4","true"
"v1469","引き出し","ひきだし","tiroir","nom/autre","30","N4","true"
"v1470","玄関","げんかん","vestibule, entrée","nom/autre","30","N4","true"
"v1471","廊下","ろうか","couloir","nom/autre","30","N4","true"
"v1472","壁","かべ","mur","nom/autre","30","N4","true"
"v1473","池","いけ","étang, bassin","nom/autre","30","N4","true"
"v1474","元の 所","もとの ところ","place initiale, à sa place","nom/autre","30","N4","true"
"v1475","周り","まわり","circonférence, autour, alentours","nom/autre","30","N4","true"
"v1476","真ん中","まんなか","milieu, centre","nom/autre","30","N4","true"
"v1477","隅","すみ","coin","nom/autre","30","N4","true"
"v1478","まだ","まだ","encore, toujours","nom/autre","30","N4","true"
"v1479","リュック","リュック","sac à dos","nom/autre","30","N4","true"
"v1480","非常袋","ひじょうぶくろ","sac de survie","nom/autre","30","N4","true"
"v1481","非常時","ひじょうじ","(en) cas d'urgence","nom/autre","30","N4","true"
"v1482","生活します","せいかつします","vivre","verbe","30","N4","true"
"v1483","懐中電灯","かいちゅうでんとう","lampe de torche","nom/autre","30","N4","true"
"v1484","～とか、～とか","～とか、～とか","～, ～, entre autres/～, ～, par exemple","nom/autre","30","N4","true"
"v1485","丸い","まるい","rond","nom/autre","30","N4","true"
"v1486","ある ～","ある ～","un ～, un certain ～","nom/autre","30","N4","true"
"v1487","夢を 見ます","ゆめを みます","faire un rêve","verbe","30","N4","true"
"v1488","うれしい","うれしい","content","nom/autre","30","N4","true"
"v1489","嫌","いや","ne pas aimer, déplaisant","adjectif-na","30","N4","true"
"v1490","すると","すると","alors","nom/autre","30","N4","true"
"v1491","目が 覚めます","めが さめます","se réveiller","verbe","30","N4","true"
"v1492","片付けます","かたづけます","ranger, mettre qch. en ordre","verbe","30","N4","true"
"v1493","知らせます","しらせます","informer","verbe","30","N4","true"
"v1494","相談します","そうだんします","consulter, discuter","verbe","30","N4","true"
"v1495","お子さん","おこさん","enfant (de qn. d'autre)","nom/autre","30","N4","true"
"v1496","案内書","あんないしょ","guide","nom/autre","30","N4","true"
"v1497","交番","こうばん","poste de police","nom/autre","30","N4","true"
"v1498","～ほど","～ほど","environ ～, à peu près ～","nom/autre","30","N4","true"
"v1499","ご苦労さま。","ごくろうさま。","Merci. (lit. Merci de la peine que vous vous êtes donnée. expression utilisée par un supérieur à un inférieur pour le remercier de ses efforts)","expression","30","N4","true"
"v1500","希望","きぼう","souhait, désir","nom/autre","30","N4","true"
"v1501","何か ご希望が ありますか。","なにか ごきぼうが ありますか。","Y a-t-il qch. que vous désiriez faire?","expression","30","N4","true"
"v1502","ミュージカル","ミュージカル","comédie musicale","nom/autre","30","N4","true"
"v1503","それは いいですね。","それは いいですね。","C'est une bonne idée.","expression","30","N4","true"
"v1504","ブロードウェイ","ブロードウェイ","Broadway","nom/autre","30","N4","true"
"v1505","月","つき","lune","nom/autre","30","N4","true"
"v1506","地球","ちきゅう","terre, globe","nom/autre","30","N4","true"
"v1507","続けます","つづけます","continuer","verbe","31","N4","true"
"v1508","見つけます","みつけます","trouver, retrouver","verbe","31","N4","true"
"v1509","取ります","とります","prendre [un congé]","verbe","31","N4","true"
"v1510","受けます","うけます","passer [un examen]","verbe","31","N4","true"
"v1511","申し込みます","もうしこみます","souscrire, s'inscrire","verbe","31","N4","true"
"v1512","休憩します","きゅうけいします","se reposer, faire une pause","verbe","31","N4","true"
"v1513","連休","れんきゅう","série de jours fériés","nom/autre","31","N4","true"
"v1514","作文","さくぶん","composition, rédaction","nom/autre","31","N4","true"
"v1515","発表","はっぴょう","présentation, annonce (～します : présenter un exposé, annoncer)","nom/autre","31","N4","true"
"v1516","展覧会","てんらんかい","exposition","nom/autre","31","N4","true"
"v1517","結婚式","けっこんしき","cérémonie de mariage, noce","nom/autre","31","N4","true"
"v1518","葬式","そうしき","cérémonie funèbre, funérailles","nom/autre","31","N4","true"
"v1519","式","しき","cérémonie","nom/autre","31","N4","true"
"v1520","本社","ほんしゃ","siège social","nom/autre","31","N4","true"
"v1521","支店","してん","succursale","nom/autre","31","N4","true"
"v1522","教会","きょうかい","église","nom/autre","31","N4","true"
"v1523","大学院","だいがくいん","école doctorante (master et doctorat)","nom/autre","31","N4","true"
"v1524","動物園","どうぶつえん","zoo","nom/autre","31","N4","true"
"v1525","温泉","おんせん","station thermale, eaux thermales","nom/autre","31","N4","true"
"v1526","帰り","かえり","retour","nom/autre","31","N4","true"
"v1527","お子さん","おこさん","enfant (de quelqu'un d'autre)","nom/autre","31","N4","true"
"v1528","－号","－ごう","n° － (numéro de train, de typhon, etc.)","nom/autre","31","N4","true"
"v1529","～の 方","～の ほう","côté de ～, direction de ～","nom/autre","31","N4","true"
"v1530","ずっと","ずっと","tout le temps, longtemps","nom/autre","31","N4","true"
"v1531","バリ","バリ","Bali (île d'Indonésie)","nom/autre","31","N4","true"
"v1532","ピカソ","ピカソ","Pablo Picasso, peintre espagnol (1881-1973)","nom/autre","31","N4","true"
"v1533","のぞみ","のぞみ","nom d'un Shinkansen (～４２号 : Super Express Nozomi n°42)","nom/autre","31","N4","true"
"v1534","新神戸","しんこうべ","nom d'une gare dans la préfecture du Hyogo","nom/autre","31","N4","true"
"v1535","残ります","のこります","rester","verbe","31","N4","true"
"v1536","入学試験","にゅうがくしけん","concours d'entrée","nom/autre","31","N4","true"
"v1537","月に","つきに","par mois","nom/autre","31","N4","true"
"v1538","村","むら","village","nom/autre","31","N4","true"
"v1539","卒業します","そつぎょうします","sortir de l'école, finir ses études","verbe","31","N4","true"
"v1540","映画館","えいがかん","(salle de) cinéma","nom/autre","31","N4","true"
"v1541","嫌","いや","ne pas aimer, déplaisant","adjectif-na","31","N4","true"
"v1542","空","そら","ciel","nom/autre","31","N4","true"
"v1543","閉じます","とじます","fermer","verbe","31","N4","true"
"v1544","都会","とかい","ville","nom/autre","31","N4","true"
"v1545","子どもたち","こどもたち","enfants","nom/autre","31","N4","true"
"v1546","自由に","じゆうに","librement, en toute liberté","nom/autre","31","N4","true"
"v1547","始まります","はじまります","[une cérémonie] commencer","verbe","31","N4","true"
"v1548","入学します","にゅうがくします","entrer [dans une université]","verbe","31","N4","true"
"v1549","出席します","しゅっせきします","assister, participer [à une réunion]","verbe","31","N4","true"
"v1550","お客","おきゃく","visiteur, invité, hôte, client","nom/autre","31","N4","true"
"v1551","誰か","だれか","quelqu'un","nom/autre","31","N4","true"
"v1552","上野公園","うえのこうえん","Parc d'Ueno (à Tokyo)","nom/autre","31","N4","true"
"v1553","普通の","ふつうの","ordinaire, usuel","nom/autre","31","N4","true"
"v1554","インターネット","インターネット","Internet","nom/autre","31","N4","true"
"v1555","世界中","せかいじゅう","le monde entier","nom/autre","31","N4","true"
"v1556","集まります","あつまります","se réunir, s'assembler","verbe","31","N4","true"
"v1557","美しい","うつくしい","beau","nom/autre","31","N4","true"
"v1558","自然","しぜん","nature","nom/autre","31","N4","true"
"v1559","すばらしさ","すばらしさ","splendeur, excellence, magnificence","nom/autre","31","N4","true"
"v1560","気が つきます","きが つきます","s'apercevoir de, remarquer","verbe","31","N4","true"
"v1561","運動します","うんどうします","faire du sport, faire de l'exercice","verbe","32","N4","true"
"v1562","成功します","せいこうします","réussir","verbe","32","N4","true"
"v1563","失敗します","しっぱいします","échouer [à un examen]","verbe","32","N4","true"
"v1564","合格します","ごうかくします","réussir [(à) un examen]","verbe","32","N4","true"
"v1565","やみます","やみます","[la pluie] cesser","verbe","32","N4","true"
"v1566","晴れます","はれます","s'éclaircir","verbe","32","N4","true"
"v1567","曇ります","くもります","se couvrir, s'assombrir","verbe","32","N4","true"
"v1568","続きます","つづきます","[la fièvre] persister","verbe","32","N4","true"
"v1569","ひきます","ひきます","attraper [un rhume], prendre [froid]","verbe","32","N4","true"
"v1570","冷やします","ひやします","rafraîchir","verbe","32","N4","true"
"v1571","込みます","こみます","[la rue] se remplir de monde","verbe","32","N4","true"
"v1572","すきます","すきます","[la rue] se vider de monde","verbe","32","N4","true"
"v1573","出ます","でます","participer [à un match]","verbe","32","N4","true"
"v1574","出ます","でます","assister [à une soirée]","verbe","32","N4","true"
"v1575","無理を します","むりを します","forcer","verbe","32","N4","true"
"v1576","十分","じゅうぶん","suffisant, assez","adjectif-na","32","N4","true"
"v1577","おかしい","おかしい","bizarre, étrange, drôle","nom/autre","32","N4","true"
"v1578","うるさい","うるさい","bruyant","nom/autre","32","N4","true"
"v1579","先生","せんせい","docteur","nom/autre","32","N4","true"
"v1580","やけど","やけど","brûlure (～を します : se brûler)","nom/autre","32","N4","true"
"v1581","けが","けが","blessure (～を します : se blesser)","nom/autre","32","N4","true"
"v1582","せき","せき","toux (～を します／～が でます : tousser)","nom/autre","32","N4","true"
"v1583","インフルエンザ","インフルエンザ","grippe","nom/autre","32","N4","true"
"v1584","空","そら","ciel","nom/autre","32","N4","true"
"v1585","太陽","たいよう","soleil","nom/autre","32","N4","true"
"v1586","星","ほし","étoile","nom/autre","32","N4","true"
"v1587","風","かぜ","vent","nom/autre","32","N4","true"
"v1588","東","ひがし","est","nom/autre","32","N4","true"
"v1589","西","にし","ouest","nom/autre","32","N4","true"
"v1590","南","みなみ","sud","nom/autre","32","N4","true"
"v1591","北","きた","nord","nom/autre","32","N4","true"
"v1592","国際～","こくさい～","～ international","nom/autre","32","N4","true"
"v1593","水道","すいどう","eau courante","nom/autre","32","N4","true"
"v1594","エンジン","エンジン","moteur","nom/autre","32","N4","true"
"v1595","チーム","チーム","équipe","nom/autre","32","N4","true"
"v1596","今夜","こんや","ce soir","nom/autre","32","N4","true"
"v1597","夕方","ゆうがた","soir, fin d'après-midi","nom/autre","32","N4","true"
"v1598","まえ","まえ","avant, il y a","nom/autre","32","N4","true"
"v1599","遅く","おそく","tard","nom/autre","32","N4","true"
"v1600","こんなに","こんなに","autant que ceci, tellement","nom/autre","32","N4","true"
"v1601","そんなに","そんなに","autant que ceci, tellement (à propos de qqch. ou qqn. concernant l'interlocuteur)","nom/autre","32","N4","true"
"v1602","あんなに","あんなに","autant que ceci, tellement (à propos de qqch. ou qqn. qui ne concerne ni le locuteur ni l'interlocuteur)","nom/autre","32","N4","true"
"v1603","ヨーロッパ","ヨーロッパ","Europe","nom/autre","32","N4","true"
"v1604","元気","げんき","vitalité, entrain, moral","nom/autre","32","N4","true"
"v1605","胃","い","estomac","nom/autre","32","N4","true"
"v1606","ストレス","ストレス","stress","nom/autre","32","N4","true"
"v1607","それは いけませんね。","それは いけませんね。","C'est bien embêtant...","verbe","32","N4","true"
"v1608","星占い","ほしうらない","horoscope","nom/autre","32","N4","true"
"v1609","牡牛座","おうしざ","le Taureau","nom/autre","32","N4","true"
"v1610","働きすぎ","はたらきすぎ","surcharge de travail","nom/autre","32","N4","true"
"v1611","困ります","こまります","avoir des ennuis, être en difficulté","verbe","32","N4","true"
"v1612","宝くじ","たからくじ","loterie","nom/autre","32","N4","true"
"v1613","当たります","あたります","gagner [à la loterie]","verbe","32","N4","true"
"v1614","健康","けんこう","santé","nom/autre","32","N4","true"
"v1615","恋愛","れんあい","amour","nom/autre","32","N4","true"
"v1616","恋人","こいびと","amoureux, amoureuse, petit(e) ami(e)","nom/autre","32","N4","true"
"v1617","ラッキーアイテム","ラッキーアイテム","objet porte-chance","nom/autre","32","N4","true"
"v1618","石","いし","pierre","nom/autre","32","N4","true"
"v1619","戻ります","もどります","retourner, rentrer","verbe","32","N4","true"
"v1620","吹きます","ふきます","[le vent] souffler","verbe","32","N4","true"
"v1621","治ります","なおります","[une maladie] guérir","verbe","32","N4","true"
"v1622","直ります","なおります","[une panne] être réparée","verbe","32","N4","true"
"v1623","心配","しんぱい","anxieux, soucieux, inquiet","adjectif-na","32","N4","true"
"v1624","月","つき","lune","nom/autre","32","N4","true"
"v1625","もしかしたら","もしかしたら","peut-être, il se pourrait que","nom/autre","32","N4","true"
"v1626","オリンピック","オリンピック","jeux Olympiques","nom/autre","32","N4","true"
"v1627","ゆっくり します","ゆっくり します","prendre son temps, se reposer","verbe","32","N4","true"
"v1628","金持ち","かねもち","riche","nom/autre","32","N4","true"
"v1629","逃げます","にげます","fuir, se sauver","verbe","33","N4","true"
"v1630","騒ぎます","さわぎます","faire du bruit","verbe","33","N4","true"
"v1631","あきらめます","あきらめます","abandonner, renoncer","verbe","33","N4","true"
"v1632","投げます","なげます","lancer, jeter","verbe","33","N4","true"
"v1633","守ります","まもります","maintenir, respecter, observer","verbe","33","N4","true"
"v1634","始まります","はじまります","[une cérémonie] commencer","verbe","33","N4","true"
"v1635","出席します","しゅっせきします","assister [à une réunion]","verbe","33","N4","true"
"v1636","伝えます","つたえます","transmettre (un message)","verbe","33","N4","true"
"v1637","注意します","ちゅういします","faire attention [aux voitures]","verbe","33","N4","true"
"v1638","外します","はずします","quitter (temporairement) [son poste de travail], s'absenter (momentanément)","verbe","33","N4","true"
"v1639","戻ります","もどります","revenir","verbe","33","N4","true"
"v1640","あります","あります","recevoir [un coup de téléphone]","verbe","33","N4","true"
"v1641","リサイクルします","リサイクルします","recycler","verbe","33","N4","true"
"v1642","だめ","だめ","pas bon, impossible, sans espoir, ne pas être permis","adjectif-na","33","N4","true"
"v1643","同じ","おなじ","le/la même","nom/autre","33","N4","true"
"v1644","警察","けいさつ","police, commissariat de police","nom/autre","33","N4","true"
"v1645","席","せき","place, siège","nom/autre","33","N4","true"
"v1646","マーク","マーク","symbole, signe","nom/autre","33","N4","true"
"v1647","ボール","ボール","balle, ballon","nom/autre","33","N4","true"
"v1648","締め切り","しめきり","dernier délai","nom/autre","33","N4","true"
"v1649","規則","きそく","règle, réglement, code","nom/autre","33","N4","true"
"v1650","危険","きけん","Danger","nom/autre","33","N4","true"
"v1651","使用禁止","しようきんし","Usage interdit","nom/autre","33","N4","true"
"v1652","立入禁止","たちいりきんし","Entrée interdite","nom/autre","33","N4","true"
"v1653","徐行","じょこう","Ralentir","nom/autre","33","N4","true"
"v1654","入口","いりぐち","entrée","nom/autre","33","N4","true"
"v1655","出口","でぐち","sortie","nom/autre","33","N4","true"
"v1656","非常口","ひじょうぐち","sortie de secours","nom/autre","33","N4","true"
"v1657","無料","むりょう","gratuit","nom/autre","33","N4","true"
"v1658","割引","わりびき","réduction","nom/autre","33","N4","true"
"v1659","飲み放題","のみほうだい","boissons à volonté","nom/autre","33","N4","true"
"v1660","使用中","しようちゅう","en cours d'utilisation, occupé","nom/autre","33","N4","true"
"v1661","募集中","ぼしゅうちゅう","appel à candidatures","nom/autre","33","N4","true"
"v1662","～中","～ちゅう","en cours de ～","nom/autre","33","N4","true"
"v1663","どういう ～","どういう ～","quel, quelle sorte de ～","nom/autre","33","N4","true"
"v1664","いくら","いくら","même si ～, aussi ～ que","nom/autre","33","N4","true"
"v1665","もう","もう","ne plus (utilisé avec une négation)","nom/autre","33","N4","true"
"v1666","あと ～","あと ～","encore ～, il reste ～","nom/autre","33","N4","true"
"v1667","～ほど","～ほど","environ ～","nom/autre","33","N4","true"
"v1668","駐車違反","ちゅうしゃいはん","infraction à une interdiction de stationner","nom/autre","33","N4","true"
"v1669","罰金","ばっきん","amende","nom/autre","33","N4","true"
"v1670","地震","じしん","tremblement de terre, séisme","nom/autre","33","N4","true"
"v1671","置きます","おきます","arriver, se produire","verbe","33","N4","true"
"v1672","助け合います","たすけあいます","s'entraider","verbe","33","N4","true"
"v1673","もともと","もともと","originairement","nom/autre","33","N4","true"
"v1674","悲しい","かなしい","triste","nom/autre","33","N4","true"
"v1675","もっと","もっと","plus, davantage","nom/autre","33","N4","true"
"v1676","あいさつ","あいさつ","salut, présentation, mots de bienvenue (～を します : saluer, se présenter, dire les mots de bienvenue)","nom/autre","33","N4","true"
"v1677","相手","あいて","interlocuteur, l'autre personne","nom/autre","33","N4","true"
"v1678","気持ち","きもち","sentiment","nom/autre","33","N4","true"
"v1679","上げます","あげます","lever, augmenter","verbe","33","N4","true"
"v1680","下げます","さげます","baisser, abaisser","verbe","33","N4","true"
"v1681","ファイト","ファイト","Allez-y!/Courage!","nom/autre","33","N4","true"
"v1682","洗濯機","せんたくき","machine à laver","nom/autre","33","N4","true"
"v1683","～機","～き","machine à ～","nom/autre","33","N4","true"
"v1684","本日休業","ほんじつきゅうぎょう","fermé aujourd'hui","nom/autre","33","N4","true"
"v1685","営業中","えいぎょうちゅう","ouvert","nom/autre","33","N4","true"
"v1686","そりゃあ","そりゃあ","eh bien, alors","nom/autre","33","N4","true"
"v1687","～以内","～いない","dans les ～, en moins de ～","nom/autre","33","N4","true"
"v1688","電報","でんぽう","télégramme","nom/autre","33","N4","true"
"v1689","人々","ひとびと","gens","nom/autre","33","N4","true"
"v1690","急用","きゅうよう","affaire urgente","nom/autre","33","N4","true"
